epoch,acc,loss,val_acc,val_loss
74,0.8304924242424242,0.37674159308274585,0.8118556701030928,0.4303756340877297
75,0.8275753768844221,0.37937667636416067,0.8039340101522843,0.4433174553861473
76,0.8390151515151515,0.36552987119766195,0.8092783505154639,0.4512148227004968
77,0.8275753768844221,0.3749067668040194,0.7956852791878173,0.46288988917007057
78,0.8377525252525253,0.36047102977531126,0.7976804123711341,0.4615651993561037
79,0.8344849246231156,0.360246563077572,0.7925257731958762,0.4642366065653329
80,0.8380681818181818,0.36968808944779213,0.8134517766497462,0.4664263906817751
81,0.836489898989899,0.36027022413533144,0.803479381443299,0.48217633428032863
82,0.8417085427135679,0.3486997810140926,0.8115482233502538,0.4247441371987919
83,0.834280303030303,0.35677275257279173,0.8073453608247423,0.452318079539181
84,0.832286432160804,0.3654418093475265,0.7868020304568528,0.4791226798507768
85,0.8484848484848485,0.3490801586045159,0.8028350515463918,0.4539157906451176
86,0.8402777777777778,0.3546789731040145,0.7982233502538071,0.4621371079217359
87,0.8401381909547738,0.35971107090537874,0.7957474226804123,0.4840662422561154
88,0.8450126262626263,0.352035655367254,0.8144329896907216,0.43201112009815335
89,0.8479899497487438,0.3411375250498853,0.807741116751269,0.48871459815707907
90,0.8488005050505051,0.34486649885322107,0.8170103092783505,0.4554762035301051
91,0.8386994949494949,0.34855425944834045,0.8166243654822335,0.4395558505796539
92,0.8423366834170855,0.34446612884051836,0.7487113402061856,0.685522944733654
93,0.8563762626262627,0.33339697408555735,0.7937817258883249,0.47696249799679985
94,0.8530150753768844,0.328545613729175,0.8131443298969072,0.42476446296750886
95,0.8506944444444444,0.3325061372133217,0.8292525773195877,0.39694945022617417
96,0.8407663316582915,0.34597819219881565,0.8204314720812182,0.43197871464763193
97,0.8645833333333334,0.31987367600503597,0.8221649484536082,0.4115426273075576
98,0.8623737373737373,0.31629773876582734,0.7988578680203046,0.5083099292014456
99,0.8687185929648241,0.3076660886182258,0.8086340206185567,0.44630188041741087
